CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
12/24/2022,1:34,BROOKLYN,11234,40.625786,-73.92832,"(40.625786, -73.92832)",FLATLANDS AVENUE,AVENUE K,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4592547,Sedan,Sedan,,,
12/24/2022,23:00,QUEENS,11419,40.687668,-73.8117,"(40.687668, -73.8117)",107 AVENUE,133 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4592809,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,21:22,,,,,,BELT PARKWAY,,,2,0,0,0,0,0,2,0,Reaction to Uninvolved Vehicle,Following Too Closely,,,,4592815,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,18:18,,,40.723347,-73.939316,"(40.723347, -73.939316)",MEEKER AVENUE,MORGAN AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,4592793,Pick-up Truck,,,,
12/24/2022,19:50,,,40.738194,-73.8492,"(40.738194, -73.8492)",LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,4592670,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
12/24/2022,13:57,,,,,,BROOKLYN BRIDGE,,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,Pavement Slippery,Pavement Slippery,4593007,Sedan,Sedan,Sedan,Sedan,Sedan
12/24/2022,8:45,MANHATTAN,10065,40.762486,-73.96298,"(40.762486, -73.96298)",EAST 62 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4593094,Sedan,Sedan,,,
12/24/2022,0:01,,,40.660202,-73.96063,"(40.660202, -73.96063)",FLATBUSH AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4592466,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,8:15,,,40.729515,-73.8715,"(40.729515, -73.8715)",ELIOT AVENUE,WOODHAVEN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4592763,Sedan,Sedan,,,
12/24/2022,13:20,QUEENS,11373,40.7338,-73.871414,"(40.7338, -73.871414)",,,90-15     QUEENS BOULEVARD,0,0,0,0,0,0,0,0,Alcohol Involvement,Driver Inattention/Distraction,,,,4592537,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,11:30,,,,,,WILLIAMSBURG BRIDGE OUTER ROADWA,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4593013,Sedan,Sedan,,,
12/24/2022,13:08,BRONX,10472,40.82678,-73.878746,"(40.82678, -73.878746)",,,1120      ELDER AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4592840,Sedan,,,,
12/24/2022,17:30,,,,,,BROOKLYN BRIDGE,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,,,4592872,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
12/24/2022,3:40,QUEENS,11368,40.75373,-73.86671,"(40.75373, -73.86671)",,,35-41     101 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4592577,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
12/24/2022,13:38,BROOKLYN,11238,40.68432,-73.967064,"(40.68432, -73.967064)",CLINTON AVENUE,GATES AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4592645,Sedan,Sedan,,,
12/24/2022,8:38,BROOKLYN,11209,40.632156,-74.02751,"(40.632156, -74.02751)",74 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Device Improper/Non-Working,Traffic Control Device Improper/Non-Working,,,,4592500,Sedan,Sedan,,,
12/24/2022,22:54,,,40.744183,-73.7329,"(40.744183, -73.7329)",CROSS ISLAND PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4593056,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/24/2022,19:55,MANHATTAN,10000,40.76871,-73.969986,"(40.76871, -73.969986)",,,1         TRANSVERSE ROAD NUMBER ONE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4592596,Station Wagon/Sport Utility Vehicle,Bus,,,
12/24/2022,17:00,BRONX,10475,40.868458,-73.82051,"(40.868458, -73.82051)",,,2244      BARTOW AVENUE,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4592939,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/24/2022,23:30,QUEENS,11372,40.756943,-73.87222,"(40.756943, -73.87222)",NORTHERN BOULEVARD,96 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4592913,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,2:20,,,40.69097,-73.94833,"(40.69097, -73.94833)",MARCY AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4592498,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/24/2022,15:45,,,40.763245,-73.75806,"(40.763245, -73.75806)",CROSS ISLAND PARKWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Driver Inexperience,,,4592530,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
12/24/2022,9:40,QUEENS,11434,40.66351,-73.769005,"(40.66351, -73.769005)",177 PLACE,FARMERS BOULEVARD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4592483,Sedan,,,,
12/24/2022,2:00,QUEENS,11419,40.689445,-73.808716,"(40.689445, -73.808716)",VANWYCK EXPRESSWAY,106 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4592723,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,14:20,,,,,,MANHATTAN BRIDGE,EAST RIVER,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,4592869,Sedan,,,,
12/24/2022,0:21,QUEENS,11377,,,,Brooklyn Queens Expy,NORTHERN BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,4592563,Sedan,,,,
12/24/2022,20:00,BROOKLYN,11201,40.697575,-73.984055,"(40.697575, -73.984055)",DUFFIELD STREET,CONCORD STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4593006,Sedan,Sedan,,,
12/24/2022,16:56,BRONX,10467,40.88271,-73.881256,"(40.88271, -73.881256)",JEROME AVENUE,EAST GUN HILL ROAD,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4592810,,,,,
12/24/2022,14:50,,,,,,BROADWAY,ROEBLING STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,4592777,Sedan,,,,
12/24/2022,22:30,QUEENS,11420,40.66828,-73.803566,"(40.66828, -73.803566)",134 AVENUE,135 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4592816,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,22:35,MANHATTAN,10128,40.78519,-73.94934,"(40.78519, -73.94934)",EAST 96 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4592551,Sedan,Box Truck,,,
12/24/2022,17:45,QUEENS,11377,40.74614,-73.91431,"(40.74614, -73.91431)",SKILLMAN AVENUE,50 STREET,,1,0,1,0,0,0,0,0,Following Too Closely,,,,,4592515,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,11:59,MANHATTAN,10035,40.79703,-73.93578,"(40.79703, -73.93578)",,,340       EAST 117 STREET,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,4593017,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,18:16,STATEN ISLAND,10310,40.63196,-74.1228,"(40.63196, -74.1228)",TAYLOR STREET,CARY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4592614,Station Wagon/Sport Utility Vehicle,Box Truck,,,
12/24/2022,10:00,BROOKLYN,11220,40.64023,-74.003746,"(40.64023, -74.003746)",,,815       51 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4592828,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,16:00,QUEENS,11423,40.71423,-73.76269,"(40.71423, -73.76269)",,,91-09     197 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4592730,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,21:33,,,,,,QUEENSBORO BRIDGE UPPER ROADWAY,,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,4593073,Sedan,Sedan,,,
12/24/2022,16:15,BROOKLYN,11204,40.617462,-73.982765,"(40.617462, -73.982765)",,,2063      62 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4592619,Sedan,,,,
12/24/2022,16:35,,,,,,BROOKLYN BRIDGE,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4592996,Station Wagon/Sport Utility Vehicle,Taxi,Station Wagon/Sport Utility Vehicle,,
12/24/2022,16:40,QUEENS,11354,40.76961,-73.831505,"(40.76961, -73.831505)",137 STREET,31 ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4592765,Sedan,,,,
12/24/2022,7:30,BROOKLYN,11229,40.59993,-73.94637,"(40.59993, -73.94637)",,,2518      AVENUE U,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4593101,Sedan,,,,
12/24/2022,20:58,QUEENS,11373,40.744892,-73.88446,"(40.744892, -73.88446)",,,80-62     BAXTER AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4592538,,,,,
12/24/2022,19:50,QUEENS,11385,40.70086,-73.882454,"(40.70086, -73.882454)",69 STREET,COOPER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4592897,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/24/2022,14:24,,,40.763245,-73.75806,"(40.763245, -73.75806)",CROSS ISLAND PARKWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,4592529,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/24/2022,10:26,,,40.73635,-73.97502,"(40.73635, -73.97502)",FDR DRIVE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4592601,Sedan,Sedan,,,
12/24/2022,14:25,BROOKLYN,11209,40.616417,-74.028046,"(40.616417, -74.028046)",,,9220      FORT HAMILTON PARKWAY,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4592501,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/24/2022,21:02,BRONX,10458,40.865303,-73.89006,"(40.865303, -73.89006)",MARION AVENUE,EAST 195 STREET,,1,0,1,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4592821,Taxi,,,,
12/24/2022,3:35,,,40.670994,-73.95496,"(40.670994, -73.95496)",LINCOLN PLACE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4592991,Sedan,,,,
12/24/2022,6:36,BROOKLYN,11236,40.647224,-73.911766,"(40.647224, -73.911766)",EAST 92 STREET,AVENUE D,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4592468,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,13:01,,,40.776554,-73.841705,"(40.776554, -73.841705)",25 AVENUE,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4593088,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,13:40,BRONX,10462,40.834583,-73.86125,"(40.834583, -73.86125)",,,1919      MCGRAW AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4592844,Sedan,Sedan,,,
12/24/2022,16:01,,,40.762745,-73.83329,"(40.762745, -73.83329)",NORTHERN BOULEVARD,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4592758,Sedan,Sedan,,,
12/24/2022,18:19,QUEENS,11428,40.722782,-73.74209,"(40.722782, -73.74209)",217 STREET,92 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4593057,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,0:52,,,40.61265,-73.96187,"(40.61265, -73.96187)",AVENUE O,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,,4592574,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,
12/24/2022,8:10,,,40.589664,-74.16146,"(40.589664, -74.16146)",,,99        SHILOH STREET,1,0,0,0,0,0,1,0,View Obstructed/Limited,Unspecified,,,,4592496,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/24/2022,17:02,BROOKLYN,11234,40.6082,-73.920715,"(40.6082, -73.920715)",FLATBUSH AVENUE,AVENUE V,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,Unspecified,,,4592940,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/24/2022,18:00,STATEN ISLAND,10304,40.630566,-74.08109,"(40.630566, -74.08109)",,,309       SAINT PAULS AVENUE,0,0,0,0,0,0,0,0,Brakes Defective,,,,,4592705,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,11:08,BROOKLYN,11238,40.687866,-73.96879,"(40.687866, -73.96879)",LAFAYETTE AVENUE,VANDERBILT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4592644,Sedan,,,,
12/24/2022,2:00,QUEENS,11435,40.685047,-73.80418,"(40.685047, -73.80418)",,,111-46    140 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4592791,Sedan,,,,
12/24/2022,17:17,QUEENS,11385,40.70727,-73.90265,"(40.70727, -73.90265)",,,59-18     PALMETTO STREET,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,4592768,Pick-up Truck,,,,
12/24/2022,21:50,BRONX,10460,,,,Southern blvd,East 181,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4593293,Convertible,Convertible,,,
12/24/2022,20:30,QUEENS,11426,40.726837,-73.71355,"(40.726837, -73.71355)",,,251-37    JAMAICA AVENUE,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,Unspecified,,,,4593058,Sedan,,,,
12/24/2022,19:05,QUEENS,11691,40.593056,-73.77532,"(40.593056, -73.77532)",ROCKAWAY FREEWAY,BEACH 44 STREET,,2,0,0,0,0,0,2,0,Traffic Control Device Improper/Non-Working,,,,,4593231,Sedan,,,,
12/24/2022,16:30,BROOKLYN,11235,40.58117,-73.95989,"(40.58117, -73.95989)",CONEY ISLAND AVENUE,BRIGHTON 10 PATH,,0,0,0,0,0,0,0,0,Unspecified,,,,,4593382,Sedan,,,,
12/24/2022,22:00,MANHATTAN,10002,40.720573,-73.98716,"(40.720573, -73.98716)",,,150       ESSEX STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4593292,Sedan,Sedan,,,
12/24/2022,2:30,STATEN ISLAND,10308,40.5457,-74.146736,"(40.5457, -74.146736)",MONTICELLO TERRACE,CLEVELAND AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,,,4593154,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,17:44,BROOKLYN,11217,40.68529,-73.976204,"(40.68529, -73.976204)",FORT GREENE PLACE,HANSON PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,4593373,Sedan,FDNY bus,,,
12/24/2022,23:50,MANHATTAN,10012,40.72032,-73.99405,"(40.72032, -73.99405)",DELANCEY STREET,BOWERY,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4593131,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/24/2022,23:30,QUEENS,11105,40.774555,-73.90366,"(40.774555, -73.90366)",,,40-12     21 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4593183,Sedan,,,,
12/24/2022,14:51,BROOKLYN,11234,40.63791,-73.92309,"(40.63791, -73.92309)",FOSTER AVENUE,EAST 56 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4593262,Sedan,,,,
12/24/2022,4:20,,,40.852673,-73.919106,"(40.852673, -73.919106)",UNDERCLIFF AVENUE,SEDGWICK AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4593159,Sedan,Taxi,,,
12/24/2022,16:20,,,40.582756,-74.13041,"(40.582756, -74.13041)",MANOR ROAD,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4593122,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/24/2022,15:22,,,40.862755,-73.901085,"(40.862755, -73.901085)",JEROME AVENUE,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,4593165,Pick-up Truck,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,
12/24/2022,19:00,,,40.848396,-73.90605,"(40.848396, -73.90605)",MOUNT HOPE PLACE,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4593196,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,0:46,BRONX,10468,40.857418,-73.89996,"(40.857418, -73.89996)",GRAND CONCOURSE,EAST 183 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4593151,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,14:15,STATEN ISLAND,10310,40.634045,-74.123405,"(40.634045, -74.123405)",,,1230      CASTLETON AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4593404,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/24/2022,6:30,QUEENS,11378,40.72588,-73.906105,"(40.72588, -73.906105)",55 DRIVE,60 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4593146,Sedan,Sedan,,,
12/24/2022,19:08,,,40.586185,-73.98328,"(40.586185, -73.98328)",STILLWELL AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4593384,Box Truck,Box Truck,,,
12/24/2022,3:20,BROOKLYN,11213,40.676743,-73.93316,"(40.676743, -73.93316)",PACIFIC STREET,SCHENECTADY AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4593263,Snow Plow,,,,
12/24/2022,20:00,BRONX,10468,40.871002,-73.893845,"(40.871002, -73.893845)",JEROME AVENUE,MORRIS AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4593341,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,3:37,QUEENS,11105,40.774513,-73.902664,"(40.774513, -73.902664)",,,20-71     41 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4593228,Pick-up Truck,,,,
12/24/2022,18:40,BRONX,10467,40.884953,-73.85935,"(40.884953, -73.85935)",,,770       EAST 222 STREET,1,0,0,0,0,0,1,0,Passing Too Closely,Unspecified,,,,4593282,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,19:32,QUEENS,11375,40.7079,-73.851105,"(40.7079, -73.851105)",71 AVENUE,UNION TURNPIKE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4593145,Sedan,,,,
12/24/2022,18:51,,,40.855385,-73.9181,"(40.855385, -73.9181)",MAJOR DEEGAN EXPRESSWAY,,,3,0,0,0,0,0,3,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,,,4593193,Sedan,Taxi,Sedan,Sedan,
12/24/2022,21:16,BRONX,10453,40.84768,-73.91237,"(40.84768, -73.91237)",EAST 175 STREET,JEROME AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4593162,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,14:30,BROOKLYN,11215,40.665565,-73.98932,"(40.665565, -73.98932)",5 AVENUE,15 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4593369,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,14:59,BROOKLYN,11224,40.574867,-74.00069,"(40.574867, -74.00069)",WEST 35 STREET,MERMAID AVENUE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,4593381,Taxi,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,11:30,,,,,,WILLIAMSBURG BRIDGE OUTER ROADWA,,,1,0,0,0,0,0,1,0,Pavement Slippery,Passing Too Closely,,,,4593291,Sedan,Sedan,,,
