CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
12/24/2022,20:45,QUEENS,11429,40.718502,-73.73527,"(40.718502, -73.73527)",JAMAICA AVENUE,SPRINGFIELD BOULEVARD,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4593059,Bus,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,18:58,BROOKLYN,11212,40.66331,-73.92106,"(40.66331, -73.92106)",WINTHROP STREET,EAST 98 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4593432,Sedan,,,,
12/24/2022,0:25,,,40.66654,-73.99509,"(40.66654, -73.99509)",PROSPECT EXPRESSWAY EAST,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4593656,Sedan,,,,
12/24/2022,7:50,QUEENS,11103,40.767536,-73.912025,"(40.767536, -73.912025)",,,25-59     STEINWAY STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4593712,Sedan,Garbage or Refuse,,,
12/24/2022,12:45,,,40.663685,-73.88893,"(40.663685, -73.88893)",NEW LOTS AVENUE,,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,,,4593509,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
12/24/2022,1:35,,,40.6427,-73.87661,"(40.6427, -73.87661)",BELT PARKWAY,,,2,0,0,0,0,0,2,0,Other Vehicular,Unspecified,,,,4593642,Sedan,Sedan,,,
12/24/2022,21:50,BROOKLYN,11205,40.694687,-73.95521,"(40.694687, -73.95521)",MYRTLE AVENUE,SPENCER STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Traffic Control Disregarded,,,,4593514,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,10:07,,,,,,BROOKLYN BRIDGE,,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,Unspecified,,,4593600,Sedan,Sedan,Sedan,,
12/24/2022,13:24,QUEENS,11103,40.76682,-73.91042,"(40.76682, -73.91042)",,,25-20     42 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4593707,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,10:40,BRONX,10458,40.857372,-73.886024,"(40.857372, -73.886024)",ARTHUR AVENUE,EAST 189 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,4593594,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,12:09,BROOKLYN,11207,40.67292,-73.88572,"(40.67292, -73.88572)",,,433       WARWICK STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4593550,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,0:45,,,,,,BROOKLYN QUEENS EXPRESSWAY RAMP,,,1,0,0,0,0,0,1,0,Pavement Slippery,,,,,4593409,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,19:45,BROOKLYN,11226,40.65428,-73.961815,"(40.65428, -73.961815)",,,354       OCEAN AVENUE,1,0,1,0,0,0,0,0,,,,,,4593456,,,,,
12/24/2022,0:00,BROOKLYN,11206,40.699074,-73.9533,"(40.699074, -73.9533)",,,21        NOSTRAND AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4593516,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,20:25,,,40.79337,-73.93274,"(40.79337, -73.93274)",FDR DRIVE,,,0,0,0,0,0,0,0,0,Other Vehicular,Unsafe Speed,,,,4593503,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,10:59,BROOKLYN,11207,40.67189,-73.895874,"(40.67189, -73.895874)",PENNSYLVANIA AVENUE,PITKIN AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4593534,Sedan,,,,
12/24/2022,17:10,BROOKLYN,11206,40.70604,-73.94129,"(40.70604, -73.94129)",BOERUM STREET,HUMBOLDT STREET,,1,0,0,0,0,0,1,0,Unsafe Speed,Driver Inattention/Distraction,,,,4593411,Sedan,Sedan,,,
12/24/2022,20:50,BROOKLYN,11228,40.617886,-74.01712,"(40.617886, -74.01712)",84 STREET,11 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4593621,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,12:28,BROOKLYN,11216,40.68024,-73.946754,"(40.68024, -73.946754)",FULTON STREET,NEW YORK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4593517,Sedan,Sedan,,,
12/24/2022,17:51,,,40.804417,-73.955376,"(40.804417, -73.955376)",WEST 116 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4593449,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,0:00,MANHATTAN,10029,,,,3 AVENUE,EAST 99 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4593491,Bus,,,,
12/24/2022,17:20,,,40.833282,-73.82836,"(40.833282, -73.82836)",EAST TREMONT AVENUE,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4593413,Sedan,,,,
12/24/2022,20:08,,,40.66059,-73.931335,"(40.66059, -73.931335)",UTICA AVENUE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4593500,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/24/2022,13:58,BROOKLYN,11213,40.66358,-73.93379,"(40.66358, -73.93379)",,,853       EMPIRE BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4593470,Sedan,Sedan,,,
12/24/2022,9:45,,,40.79856,-73.96336,"(40.79856, -73.96336)",WEST 105 STREET,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4593687,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,20:35,,,,,,BROOKLYN BRIDGE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4593592,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,2:02,,,40.73652,-73.92834,"(40.73652, -73.92834)",LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4593911,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,10:00,,,40.828114,-73.93107,"(40.828114, -73.93107)",MAJOR DEEGAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,4593804,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
12/24/2022,13:38,BRONX,10451,40.8243,-73.909454,"(40.8243, -73.909454)",,,502       EAST 163 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4593823,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,12:23,QUEENS,11368,40.739635,-73.86074,"(40.739635, -73.86074)",99 STREET,55 AVENUE,,1,0,1,0,0,0,0,0,,,,,,4593829,,,,,
12/24/2022,8:40,MANHATTAN,10035,40.8032,-73.934616,"(40.8032, -73.934616)",,,255       EAST 125 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4593727,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,10:00,QUEENS,11359,,,,Weaver ave,Whistler avenue,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4593752,Multi-Wheeled Vehicle,Multi-Wheeled Vehicle,,,
12/24/2022,23:00,BROOKLYN,11219,40.638638,-73.99661,"(40.638638, -73.99661)",,,1066      48 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4593918,Sedan,,,,
12/24/2022,8:15,MANHATTAN,10065,40.762486,-73.96298,"(40.762486, -73.96298)",EAST 62 STREET,2 AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4593852,Sedan,Sedan,,,
12/24/2022,13:26,BRONX,10460,40.845486,-73.88444,"(40.845486, -73.88444)",,,2090      CROTONA PARKWAY,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,,,4593877,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
12/24/2022,16:58,,,,,,TRIBOROUGH BRIDGE,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4593716,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,12:50,,,40.678154,-73.94416,"(40.678154, -73.94416)",BROOKLYN AVENUE,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4593812,Bus,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,13:38,BRONX,10463,,,,BAILEY AVENUE,ALBANY CRESCENT,,0,0,0,0,0,0,0,0,Glare,Unspecified,Unspecified,,,4593780,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
12/24/2022,13:40,BRONX,10464,40.84751,-73.78385,"(40.84751, -73.78385)",,,289       FORDHAM PLACE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4593837,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,2:27,,,40.650772,-73.884796,"(40.650772, -73.884796)",PENNSYLVANIA AVENUE,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,4594586,Sedan,Sedan,Sedan,,
12/24/2022,15:45,MANHATTAN,10036,40.760284,-73.994934,"(40.760284, -73.994934)",,,459       WEST 43 STREET,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4594134,Sedan,Sedan,,,
12/24/2022,5:54,QUEENS,11368,40.75323,-73.85963,"(40.75323, -73.85963)",,,108-33    37 DRIVE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4594409,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,14:00,QUEENS,11373,40.741608,-73.88295,"(40.741608, -73.88295)",45 AVENUE,82 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4594498,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,8:00,STATEN ISLAND,10304,40.62528,-74.07489,"(40.62528, -74.07489)",,,690       BAY STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4594256,Sedan,,,,
12/24/2022,21:11,QUEENS,11373,40.741608,-73.88295,"(40.741608, -73.88295)",45 AVENUE,82 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4593979,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,17:45,QUEENS,11368,40.753563,-73.870705,"(40.753563, -73.870705)",35 AVENUE,97 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Failure to Yield Right-of-Way,,,,4594390,Sedan,,,,
12/24/2022,16:15,MANHATTAN,10031,40.82326,-73.95277,"(40.82326, -73.95277)",WEST 140 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4593991,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,17:29,QUEENS,11434,40.680485,-73.774704,"(40.680485, -73.774704)",BAISLEY BOULEVARD,BEDELL STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4594368,,,,,
12/24/2022,12:29,QUEENS,11369,40.757683,-73.87412,"(40.757683, -73.87412)",,,32-23     JUNCTION BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4594408,Sedan,Sedan,,,
12/24/2022,18:00,MANHATTAN,10019,40.769634,-73.98578,"(40.769634, -73.98578)",,,428       WEST 59 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4594179,Sedan,Sedan,,,
12/24/2022,21:45,BRONX,10472,40.8265,-73.88352,"(40.8265, -73.88352)",,,1140      BRONX RIVER AVENUE,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4594016,Bus,Sedan,,,
12/24/2022,8:30,QUEENS,11368,40.758305,-73.85561,"(40.758305, -73.85561)",114 STREET,NORTHERN BOULEVARD,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4594399,Bus,Sedan,,,
12/24/2022,13:45,BRONX,10463,,,,,,2900      EXTERIOR STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4594037,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,14:30,,,40.62702,-74.16484,"(40.62702, -74.16484)",,,2236      FOREST AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4594252,Sedan,PK,,,
12/24/2022,2:30,,,,,,WILLIAMSBURG BRIDGE OUTER ROADWA,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4593985,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/24/2022,13:50,,,40.70766,-73.95751,"(40.70766, -73.95751)",BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,4594616,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,10:00,,,40.832764,-73.94583,"(40.832764, -73.94583)",WEST 155 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4593989,Sedan,,,,
12/24/2022,3:10,,,,,,WILLIAMSBURG BRIDGE OUTER ROADWA,,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,4594618,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,13:25,MANHATTAN,10022,40.759617,-73.961975,"(40.759617, -73.961975)",EAST 59 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4594919,Sedan,Sedan,,,
12/24/2022,13:02,MANHATTAN,10028,40.77656,-73.95271,"(40.77656, -73.95271)",2 AVENUE,EAST 84 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inexperience,,,,4594763,Pick-up Truck,Sedan,,,
12/24/2022,19:55,QUEENS,11694,40.574993,-73.85746,"(40.574993, -73.85746)",,,139-03    NEWPORT AVENUE,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4594844,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,9:45,,,40.82538,-73.94006,"(40.82538, -73.94006)",8 AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4594806,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/24/2022,22:30,BROOKLYN,11233,40.67922,-73.90405,"(40.67922, -73.90405)",BROADWAY,CONWAY STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4594984,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,10:30,BRONX,10469,40.874714,-73.84512,"(40.874714, -73.84512)",EASTCHESTER ROAD,GIVAN AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,4595078,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
12/24/2022,19:00,BROOKLYN,11212,40.665062,-73.90281,"(40.665062, -73.90281)",DUMONT AVENUE,POWELL STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4594980,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/24/2022,21:30,QUEENS,11369,40.76412,-73.870766,"(40.76412, -73.870766)",,,25-12     99 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4595090,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,23:07,,,40.76635,-73.95103,"(40.76635, -73.95103)",FDR DRIVE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,4595205,Sedan,Sedan,,,
12/24/2022,18:30,QUEENS,11372,40.752403,-73.875336,"(40.752403, -73.875336)",,,35-38     92 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4595131,Sedan,,,,
12/24/2022,19:00,,,40.84503,-73.94508,"(40.84503, -73.94508)",HENRY HUDSON PARKWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4594999,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,0:00,BRONX,10471,40.8903,-73.89869,"(40.8903, -73.89869)",,,4652      MANHATTAN COLLEGE PARKWAY,0,0,0,0,0,0,0,0,Unspecified,,,,,4595412,Sedan,,,,
12/24/2022,17:33,BRONX,10463,40.88011,-73.89939,"(40.88011, -73.89939)",,,3353      FORT INDEPENDENCE STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4595424,Sedan,Sedan,,,
12/24/2022,13:00,MANHATTAN,10031,40.82625,-73.952095,"(40.82625, -73.952095)",,,619       WEST 144 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4595270,Sedan,,,,
12/24/2022,4:02,BRONX,10471,40.910023,-73.89662,"(40.910023, -73.89662)",,,6655      BROADWAY,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4595416,Sedan,Sedan,,,
12/24/2022,5:40,,,40.856712,-73.93264,"(40.856712, -73.93264)",BROADWAY,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,4596142,Sedan,,,,
12/24/2022,18:00,QUEENS,11368,40.756218,-73.85768,"(40.756218, -73.85768)",,,34-69     111 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4595937,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,1:25,MANHATTAN,10033,40.849285,-73.93894,"(40.849285, -73.93894)",FORT WASHINGTON AVENUE,WEST 179 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,4596140,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
12/24/2022,8:43,BRONX,10460,40.845985,-73.884476,"(40.845985, -73.884476)",EAST 180 STREET,SOUTHERN BOULEVARD,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4596184,Sedan,,,,
12/24/2022,6:15,,,,,,STATEN ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4595871,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/24/2022,21:00,,,40.633343,-74.12969,"(40.633343, -74.12969)",,,148       JEWETT AVENUE,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4595903,Sedan,,,,
12/24/2022,7:10,,,,,,G.C.P. / C.I.P. (CDR),,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4595918,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,19:00,BROOKLYN,11211,40.71785,-73.94492,"(40.71785, -73.94492)",,,432       GRAHAM AVENUE,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4596494,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,13:00,BRONX,10466,40.88661,-73.86451,"(40.88661, -73.86451)",EAST 222 STREET,CARPENTER AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4596748,Pick-up Truck,,,,
12/24/2022,9:00,STATEN ISLAND,10301,40.618725,-74.09265,"(40.618725, -74.09265)",,,513       HOWARD AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4596848,Sedan,,,,
12/24/2022,15:05,BRONX,10454,40.803555,-73.92182,"(40.803555, -73.92182)",,,500       EAST 132 STREET,1,0,1,0,0,0,0,0,Unspecified,,,,,4596729,Station Wagon/Sport Utility Vehicle,,,,
12/24/2022,17:40,MANHATTAN,10033,40.852657,-73.935555,"(40.852657, -73.935555)",,,41        BENNETT AVENUE,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4597815,Taxi,,,,
12/24/2022,15:42,BRONX,10474,40.81554,-73.88582,"(40.81554, -73.88582)",,,735       BRYANT AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4598311,Van,Sedan,Sedan,,
12/24/2022,0:39,,,,,,NEW ENGLAND THRUWAY,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,4598172,Sedan,,,,
12/24/2022,10:45,QUEENS,11372,40.75043,-73.87781,"(40.75043, -73.87781)",89 STREET,37 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4599064,Sedan,,,,
12/24/2022,15:55,,,,,,BROOKLYN BRIDGE,,,1,0,0,0,0,0,1,0,Following Too Closely,Other Vehicular,Unspecified,,,4600535,Sedan,Taxi,Taxi,,
12/24/2022,0:25,,,40.766155,-73.89226,"(40.766155, -73.89226)",GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4601180,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,19:10,BROOKLYN,11208,40.687878,-73.86946,"(40.687878, -73.86946)",NICHOLS AVENUE,ETNA STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,Unspecified,,,4601082,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/24/2022,14:30,BRONX,10460,40.84269,-73.88737,"(40.84269, -73.88737)",MARMION AVENUE,ELSMERE PLACE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,4601680,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Pick-up Truck,
